transaction_id;account_id;transaction_date;amount;transaction_type;channel
4681;100170;2025-09-25;198;debit;card
4682;100170;2025-07-04;63;credit;card
4683;100170;2025-08-17;2721;debit;branch
4684;100170;2025-09-02;2333;credit;card
4685;100170;2025-01-16;2605;credit;payroll
4686;100170;2025-10-13;4964;credit;card
4687;100170;2025-01-31;3012;credit;payroll
4688;100170;2025-09-10;589;credit;branch
4689;100170;2025-03-19;4159;credit;online
4690;100170;2025-03-10;2351;credit;online
4691;100170;2025-02-03;401;credit;branch
4692;100170;2025-06-14;3558;debit;transfer
4693;100170;2025-02-14;267;debit;atm
4694;100170;2025-12-15;389;credit;card
4695;100170;2025-04-23;1473;credit;atm
4696;100170;2025-08-30;4758;credit;transfer
4697;100170;2025-10-16;1457;debit;online
4698;100170;2025-08-09;2804;debit;online
4699;100170;2025-09-04;2048;debit;online
4700;100170;2025-08-01;583;debit;card
4701;100170;2025-07-05;2629;credit;card
4702;100170;2025-09-12;1135;credit;branch
4703;100170;2025-11-26;784;credit;atm
4704;100170;2025-12-08;4464;debit;transfer
4705;100170;2025-04-30;3963;credit;transfer
4706;100171;2025-01-02;350;debit;card
4707;100171;2025-08-16;4531;credit;atm
4708;100171;2025-02-28;1353;credit;branch
4709;100171;2025-03-22;73;credit;online
4710;100171;2025-12-05;4559;credit;payroll
4711;100171;2025-04-14;3599;debit;transfer
4712;100171;2025-07-17;2127;credit;transfer
4713;100171;2025-04-28;2187;debit;transfer
4714;100171;2025-10-12;583;debit;card
4715;100171;2025-04-11;486;credit;transfer
4716;100171;2025-09-24;1122;debit;online
4717;100171;2025-06-29;4455;credit;atm
4718;100171;2025-05-27;4423;debit;online
4719;100171;2025-04-21;2256;credit;payroll
4720;100171;2025-08-22;3932;credit;transfer
4721;100171;2025-08-15;413;credit;transfer
4722;100171;2025-06-12;487;credit;card
4723;100171;2025-05-30;1044;credit;card
4724;100171;2025-08-24;1509;debit;transfer
4725;100171;2025-06-03;4766;debit;atm
4726;100171;2025-03-27;927;debit;payroll
4727;100171;2025-05-02;730;credit;payroll
4728;100172;2025-09-17;1331;debit;online
4729;100172;2025-07-29;4893;credit;transfer
4730;100172;2025-05-10;1262;credit;card
4731;100172;2025-02-01;3713;credit;payroll
4732;100172;2025-10-26;1282;credit;online
4733;100172;2025-07-22;3441;credit;branch
4734;100172;2025-06-24;2843;credit;transfer
4735;100172;2025-06-03;3582;credit;card
4736;100172;2025-09-25;4865;credit;payroll
4737;100172;2025-04-09;2524;credit;payroll
4738;100172;2025-02-13;94;debit;atm
4739;100172;2025-11-11;2099;credit;card
4740;100172;2025-05-23;1885;credit;online
4741;100172;2025-08-23;3352;debit;payroll
4742;100172;2025-02-26;3673;credit;online
4743;100172;2025-12-14;4242;credit;atm
4744;100172;2025-04-29;4636;debit;transfer
4745;100172;2025-02-16;3502;debit;payroll
4746;100172;2025-11-25;189;credit;branch
4747;100172;2025-12-10;1705;debit;payroll
4748;100172;2025-10-09;4762;debit;branch
4749;100172;2025-10-22;1458;debit;card
4750;100172;2025-10-15;1552;credit;atm
4751;100172;2025-05-15;3345;credit;atm
4752;100172;2025-06-15;2122;debit;transfer
4753;100172;2025-09-23;2827;debit;transfer
4754;100172;2025-10-26;4335;credit;online
4755;100172;2025-07-26;3943;debit;online
4756;100172;2025-06-18;3921;credit;transfer
4757;100172;2025-10-22;4837;credit;payroll
4758;100173;2025-11-19;2467;debit;branch
4759;100173;2025-12-03;983;debit;payroll
4760;100173;2025-05-17;2062;debit;online
4761;100173;2025-06-04;4783;credit;payroll
4762;100173;2025-10-13;2906;debit;atm
4763;100173;2025-05-26;3103;credit;online
4764;100173;2025-08-16;4882;credit;branch
4765;100173;2025-12-12;3788;credit;card
4766;100173;2025-05-15;3548;debit;atm
4767;100173;2025-05-15;4994;debit;card
4768;100173;2025-11-07;4835;debit;card
4769;100173;2025-03-26;1102;debit;online
4770;100173;2025-03-11;1479;debit;card
4771;100173;2025-09-13;2614;debit;card
4772;100173;2025-12-21;855;credit;transfer
4773;100173;2025-09-23;11;debit;payroll
4774;100173;2025-03-08;3057;debit;payroll
4775;100173;2025-09-11;4593;debit;transfer
4776;100173;2025-11-14;1985;credit;transfer
4777;100173;2025-09-25;1891;credit;transfer
4778;100173;2025-08-17;4831;credit;transfer
4779;100174;2025-11-05;1628;credit;atm
4780;100174;2025-10-10;4955;debit;online
4781;100174;2025-09-29;4588;credit;atm
4782;100174;2025-02-05;2775;credit;payroll
4783;100174;2025-04-17;2908;debit;branch
4784;100174;2025-05-19;2605;debit;branch
4785;100174;2025-10-11;2003;debit;branch
4786;100174;2025-09-17;2190;credit;branch
4787;100174;2025-08-20;382;credit;online
4788;100174;2025-06-05;207;debit;branch
4789;100174;2025-07-10;4016;debit;branch
4790;100174;2025-05-24;3880;credit;atm
4791;100174;2025-08-09;36;debit;card
4792;100174;2025-08-16;1030;credit;branch
4793;100174;2025-11-23;1210;debit;payroll
4794;100174;2025-11-19;1455;debit;card
4795;100174;2025-02-25;4841;debit;branch
4796;100174;2025-08-28;426;credit;branch
4797;100174;2025-06-29;3771;debit;online
4798;100174;2025-01-08;4616;debit;atm
4799;100174;2025-04-15;3385;credit;online
4800;100175;2025-04-09;4029;credit;atm
4801;100175;2025-03-19;4042;credit;payroll
4802;100175;2025-01-04;1795;debit;transfer
4803;100175;2025-03-10;1002;debit;branch
4804;100175;2025-08-04;860;credit;online
4805;100175;2025-11-24;4894;debit;card
4806;100175;2025-01-16;2871;debit;transfer
4807;100175;2025-01-22;2190;credit;transfer
4808;100175;2025-06-07;3329;debit;branch
4809;100175;2025-01-18;3147;debit;branch
4810;100175;2025-01-06;3773;debit;atm
4811;100175;2025-08-12;4059;debit;online
4812;100175;2025-10-11;4775;credit;payroll
4813;100175;2025-02-04;656;credit;atm
4814;100175;2025-09-07;785;debit;transfer
4815;100175;2025-07-29;1128;debit;branch
4816;100175;2025-01-16;4418;debit;payroll
4817;100175;2025-10-11;1603;debit;payroll
4818;100175;2025-06-21;3872;debit;branch
4819;100175;2025-11-11;3890;debit;branch
4820;100175;2025-08-07;2276;credit;card
4821;100175;2025-10-06;3329;credit;card
4822;100175;2025-08-05;4456;credit;online
4823;100175;2025-02-24;3364;credit;atm
4824;100175;2025-06-09;2886;credit;transfer
4825;100175;2025-08-26;1117;credit;branch
4826;100175;2025-10-25;489;debit;card
4827;100175;2025-09-30;4489;credit;transfer
4828;100175;2025-08-03;3220;debit;online
4829;100175;2025-06-30;3023;debit;transfer
4830;100176;2025-07-15;816;debit;branch
4831;100176;2025-07-28;3713;debit;atm
4832;100176;2025-12-19;3378;credit;transfer
4833;100176;2025-03-22;2848;debit;card
4834;100176;2025-12-17;3370;debit;card
4835;100176;2025-02-26;458;credit;online
4836;100176;2025-12-17;2206;credit;online
4837;100176;2025-09-04;4800;debit;transfer
4838;100176;2025-07-15;3031;credit;payroll
4839;100176;2025-04-24;3353;credit;payroll
4840;100176;2025-07-19;289;debit;online
4841;100176;2025-04-23;2973;debit;branch
4842;100176;2025-08-02;251;credit;payroll
4843;100176;2025-08-14;2580;credit;transfer
4844;100176;2025-02-01;2666;debit;card
4845;100176;2025-04-06;3244;debit;transfer
4846;100177;2025-05-11;4362;debit;branch
4847;100177;2025-08-02;2058;debit;transfer
4848;100177;2025-10-23;142;credit;transfer
4849;100177;2025-05-08;2484;credit;online
4850;100177;2025-12-16;3253;credit;card
4851;100177;2025-12-09;916;debit;payroll
4852;100177;2025-05-22;116;debit;transfer
4853;100177;2025-02-23;4289;credit;payroll
4854;100177;2025-12-18;4474;credit;branch
4855;100177;2025-09-08;3367;credit;atm
4856;100177;2025-09-29;3717;debit;card
4857;100177;2025-11-30;720;debit;transfer
4858;100177;2025-02-03;4602;credit;payroll
4859;100177;2025-01-25;4239;debit;atm
4860;100177;2025-10-12;578;credit;payroll
4861;100177;2025-05-12;4455;debit;online
4862;100177;2025-08-26;1839;credit;atm
4863;100177;2025-11-27;2424;credit;atm
4864;100177;2025-06-25;4497;credit;payroll
4865;100177;2025-01-21;2971;debit;online
4866;100177;2025-08-31;2920;debit;payroll
4867;100177;2025-05-10;2314;debit;online
4868;100177;2025-06-18;1312;credit;transfer
4869;100178;2025-02-28;1821;debit;payroll
4870;100178;2025-10-29;1730;credit;branch
4871;100178;2025-04-01;2867;credit;transfer
4872;100178;2025-10-30;851;debit;branch
4873;100178;2025-09-18;2848;credit;transfer
4874;100178;2025-12-12;4550;credit;online
4875;100178;2025-04-09;3423;debit;online
4876;100178;2025-04-29;1472;credit;transfer
4877;100178;2025-01-22;3366;credit;branch
4878;100178;2025-08-11;3601;credit;branch
4879;100178;2025-10-26;247;debit;atm
4880;100178;2025-06-12;2487;credit;atm
4881;100178;2025-01-01;4503;debit;atm
4882;100178;2025-12-18;4615;credit;payroll
4883;100178;2025-11-02;1017;debit;atm
4884;100178;2025-10-10;2950;credit;transfer
4885;100178;2025-03-16;4677;credit;payroll
4886;100178;2025-06-23;3885;credit;branch
4887;100178;2025-12-06;2383;credit;payroll
4888;100178;2025-12-26;806;credit;atm
4889;100178;2025-01-26;4790;credit;transfer
4890;100178;2025-03-02;2198;debit;transfer
4891;100178;2025-04-29;214;debit;card
4892;100178;2025-02-27;252;credit;atm
4893;100178;2025-10-29;2375;debit;online
4894;100179;2025-07-21;590;credit;transfer
4895;100179;2025-06-09;3277;credit;card
4896;100179;2025-03-15;2723;credit;atm
4897;100179;2025-12-19;1526;debit;transfer
4898;100179;2025-02-01;3521;credit;payroll
4899;100179;2025-08-13;2788;credit;card
4900;100179;2025-05-02;166;debit;atm
4901;100179;2025-07-30;3794;debit;card
4902;100179;2025-02-22;949;credit;branch
4903;100179;2025-12-30;3041;credit;payroll
4904;100179;2025-04-21;3852;credit;card
4905;100179;2025-05-07;2521;credit;payroll
4906;100179;2025-03-21;366;debit;payroll
4907;100179;2025-11-07;4810;credit;atm
4908;100179;2025-06-20;3582;credit;online
4909;100179;2025-01-23;4293;credit;online
4910;100179;2025-08-26;1972;credit;branch
4911;100179;2025-10-11;3886;credit;payroll
4912;100179;2025-09-18;190;debit;online
4913;100179;2025-04-09;1800;credit;payroll
4914;100180;2025-10-18;1811;credit;card
4915;100180;2025-01-20;1025;credit;atm
4916;100180;2025-06-02;2603;debit;branch
4917;100180;2025-03-25;3731;debit;card
4918;100180;2025-05-04;1463;debit;branch
4919;100180;2025-09-10;773;credit;transfer
4920;100180;2025-07-22;795;credit;atm
4921;100180;2025-09-08;390;credit;branch
4922;100180;2025-03-02;925;debit;branch
4923;100180;2025-11-08;1556;debit;payroll
4924;100180;2025-03-09;4761;debit;transfer
4925;100180;2025-05-02;106;debit;atm
4926;100180;2025-11-22;1729;debit;atm
4927;100180;2025-03-24;2587;debit;transfer
4928;100180;2025-09-29;2230;credit;payroll
4929;100180;2025-12-26;1969;debit;branch
4930;100180;2025-09-18;3133;debit;branch
4931;100180;2025-11-12;3621;credit;branch
4932;100180;2025-07-10;1781;debit;transfer
4933;100180;2025-10-03;482;credit;branch
4934;100180;2025-05-26;4698;debit;atm
4935;100180;2025-01-16;1461;credit;atm
4936;100180;2025-11-21;627;credit;branch
4937;100180;2025-02-12;1424;debit;card
4938;100180;2025-07-27;4141;credit;card
4939;100180;2025-08-15;1535;credit;payroll
4940;100180;2025-01-07;448;debit;branch
4941;100180;2025-06-18;2028;credit;branch
4942;100180;2025-11-25;2983;credit;online
4943;100180;2025-01-19;3173;debit;atm
4944;100180;2025-05-05;693;credit;card
4945;100180;2025-08-03;1238;debit;atm
4946;100180;2025-04-11;3787;debit;atm
4947;100180;2025-11-17;1926;credit;online
4948;100180;2025-12-14;3863;debit;atm
4949;100180;2025-02-08;176;debit;card
4950;100181;2025-06-24;2745;debit;atm
4951;100181;2025-03-16;4598;credit;atm
4952;100181;2025-06-27;204;credit;branch
4953;100181;2025-05-20;3339;credit;card
4954;100181;2025-08-06;1559;credit;atm
4955;100181;2025-10-06;3417;debit;card
4956;100181;2025-07-03;2827;credit;atm
4957;100181;2025-03-03;1992;credit;online
4958;100181;2025-04-22;3030;credit;atm
4959;100181;2025-10-17;428;debit;payroll
4960;100181;2025-01-05;4648;credit;transfer
4961;100181;2025-11-23;3276;debit;card
4962;100181;2025-09-06;3397;debit;atm
4963;100181;2025-08-29;660;debit;transfer
4964;100181;2025-06-14;1062;credit;card
4965;100181;2025-01-14;1384;credit;transfer
4966;100181;2025-08-01;4066;credit;atm
4967;100181;2025-12-20;1042;credit;card
4968;100181;2025-10-26;3726;credit;branch
4969;100181;2025-04-14;1060;debit;online
4970;100181;2025-11-17;2326;debit;atm
4971;100181;2025-01-28;3485;debit;card
4972;100181;2025-09-18;1585;debit;atm
4973;100181;2025-10-11;1677;credit;transfer
4974;100181;2025-03-19;4474;debit;online
4975;100181;2025-09-26;4936;debit;payroll
4976;100182;2025-01-26;329;debit;online
4977;100182;2025-12-10;1404;credit;online
4978;100182;2025-05-02;4926;credit;branch
4979;100182;2025-01-07;2764;debit;atm
4980;100182;2025-05-27;3830;credit;card
4981;100182;2025-11-14;2486;debit;transfer
4982;100182;2025-02-05;2952;credit;transfer
4983;100182;2025-01-20;3772;credit;branch
4984;100182;2025-02-04;2121;credit;transfer
4985;100182;2025-04-28;2979;credit;payroll
4986;100182;2025-07-25;129;credit;payroll
4987;100182;2025-07-11;2312;debit;card
4988;100182;2025-10-12;598;credit;card
4989;100182;2025-11-17;2711;credit;branch
4990;100182;2025-04-09;2229;debit;transfer
4991;100182;2025-04-22;1784;credit;online
4992;100182;2025-08-18;860;debit;payroll
4993;100182;2025-01-23;1745;debit;branch
4994;100182;2025-08-31;58;debit;payroll
4995;100182;2025-05-27;897;credit;atm
4996;100182;2025-11-26;627;debit;card
4997;100183;2025-09-06;331;credit;online
4998;100183;2025-11-07;3507;credit;branch
4999;100183;2025-10-09;3073;credit;atm
5000;100183;2025-10-02;2713;credit;payroll
5001;100183;2025-03-22;215;credit;branch
5002;100183;2025-07-16;997;credit;online
5003;100183;2025-09-19;3375;credit;card
5004;100183;2025-10-24;4233;debit;branch
5005;100183;2025-02-18;3717;credit;branch
5006;100183;2025-02-10;518;credit;transfer
5007;100183;2025-12-03;2129;credit;transfer
5008;100183;2025-05-28;1514;credit;branch
5009;100183;2025-03-28;1180;debit;transfer
5010;100183;2025-05-01;4170;debit;branch
5011;100183;2025-11-22;2626;debit;payroll
5012;100183;2025-12-16;934;debit;card
5013;100183;2025-07-26;3375;credit;transfer
5014;100183;2025-02-13;4971;credit;transfer
5015;100183;2025-02-01;1418;debit;online
5016;100183;2025-10-01;4374;debit;transfer
5017;100183;2025-10-04;1347;credit;payroll
5018;100183;2025-09-03;4658;credit;transfer
5019;100183;2025-01-20;2093;debit;transfer
5020;100183;2025-05-09;3279;credit;online
5021;100183;2025-03-01;2388;credit;transfer
5022;100183;2025-05-12;1882;credit;branch
5023;100183;2025-03-04;2217;credit;atm
5024;100183;2025-09-21;2712;credit;online
5025;100183;2025-04-04;1012;debit;branch
5026;100183;2025-09-12;1012;debit;branch
5027;100183;2025-10-04;3678;credit;payroll
5028;100183;2025-02-08;2456;debit;transfer
5029;100183;2025-11-07;3137;debit;card
5030;100183;2025-04-12;3569;debit;atm
5031;100183;2025-07-17;1709;debit;online
5032;100183;2025-06-30;2938;debit;online
5033;100183;2025-08-23;4875;credit;branch
5034;100184;2025-12-05;832;debit;card
5035;100184;2025-12-05;1502;debit;atm
5036;100184;2025-08-11;1448;credit;atm
5037;100184;2025-12-20;4226;credit;branch
5038;100184;2025-07-19;3477;credit;payroll
5039;100184;2025-07-25;1494;credit;transfer
5040;100184;2025-05-02;548;debit;atm
5041;100184;2025-08-11;2224;credit;card
5042;100184;2025-03-10;4864;debit;payroll
5043;100184;2025-06-08;872;debit;transfer
5044;100184;2025-12-23;2313;credit;payroll
5045;100184;2025-01-23;4960;credit;payroll
5046;100184;2025-07-13;2172;debit;branch
5047;100184;2025-11-25;3364;debit;atm
5048;100184;2025-06-24;126;credit;online
5049;100185;2025-07-05;489;debit;branch
5050;100185;2025-08-10;227;debit;payroll
5051;100185;2025-08-21;553;credit;atm
5052;100185;2025-09-17;3815;debit;atm
5053;100185;2025-02-03;3051;debit;branch
5054;100185;2025-08-05;1036;credit;card
5055;100185;2025-07-10;2110;credit;online
5056;100185;2025-07-06;748;credit;card
5057;100185;2025-08-29;3562;credit;transfer
5058;100185;2025-01-23;4669;debit;online
5059;100185;2025-10-18;2307;debit;online
5060;100185;2025-09-19;3189;debit;card
5061;100185;2025-08-23;1901;credit;transfer
5062;100185;2025-10-27;4540;debit;card
5063;100185;2025-11-14;2486;credit;atm
5064;100185;2025-02-18;4169;credit;payroll
5065;100185;2025-12-28;2610;credit;branch
5066;100185;2025-05-11;1148;debit;atm
5067;100185;2025-11-26;190;debit;branch
5068;100185;2025-01-10;561;credit;card
5069;100185;2025-03-20;14;debit;online
5070;100185;2025-07-15;3925;debit;card
5071;100185;2025-06-08;1857;credit;atm
5072;100185;2025-06-05;2784;credit;transfer
5073;100185;2025-07-05;4912;credit;atm
5074;100185;2025-11-10;2328;debit;transfer
5075;100185;2025-06-30;3392;debit;card
5076;100185;2025-03-09;413;debit;card
5077;100185;2025-08-14;3985;debit;atm
5078;100185;2025-05-13;515;credit;branch
5079;100185;2025-11-20;3004;debit;card
5080;100185;2025-10-31;1978;credit;branch
5081;100185;2025-08-12;1829;credit;card
5082;100186;2025-11-01;2363;credit;card
5083;100186;2025-03-30;2225;debit;card
5084;100186;2025-09-29;4947;debit;online
5085;100186;2025-01-24;2649;credit;card
5086;100186;2025-02-26;3038;credit;transfer
5087;100186;2025-04-03;661;debit;branch
5088;100186;2025-03-17;4073;debit;online
5089;100186;2025-03-25;4902;credit;online
5090;100186;2025-09-09;195;credit;branch
5091;100186;2025-04-28;1540;debit;transfer
5092;100186;2025-07-25;4278;debit;card
5093;100186;2025-04-06;1769;debit;card
5094;100186;2025-07-26;2724;debit;payroll
5095;100186;2025-10-27;2481;credit;atm
5096;100186;2025-11-22;4179;credit;card
5097;100186;2025-03-13;3672;credit;online
5098;100186;2025-05-26;4502;debit;card
5099;100186;2025-12-23;2944;credit;card
5100;100186;2025-09-22;2034;credit;transfer
5101;100186;2025-05-28;168;debit;online
5102;100186;2025-10-14;4229;credit;transfer
5103;100186;2025-05-04;4165;debit;payroll
5104;100186;2025-01-05;82;debit;card
5105;100186;2025-07-03;857;debit;atm
5106;100186;2025-06-29;3236;credit;payroll
5107;100186;2025-07-20;3882;credit;payroll
5108;100186;2025-10-10;4972;debit;branch
5109;100187;2025-10-17;3458;credit;card
5110;100187;2025-01-26;293;debit;transfer
5111;100187;2025-09-30;800;debit;atm
5112;100187;2025-07-28;3092;credit;transfer
5113;100187;2025-12-22;381;debit;online
5114;100187;2025-06-09;4228;debit;branch
5115;100187;2025-12-11;1522;debit;payroll
5116;100187;2025-07-10;2135;debit;payroll
5117;100187;2025-03-08;1796;debit;atm
5118;100187;2025-10-17;4298;debit;atm
5119;100187;2025-04-23;798;debit;atm
5120;100187;2025-11-13;1651;credit;atm
5121;100187;2025-01-04;1761;debit;branch
5122;100187;2025-11-20;2640;credit;atm
5123;100187;2025-05-04;4684;debit;transfer
5124;100187;2025-10-07;4563;debit;branch
5125;100187;2025-04-16;1823;debit;card
5126;100187;2025-05-22;1071;debit;payroll
5127;100187;2025-09-27;4919;debit;card
5128;100187;2025-05-13;232;credit;atm
5129;100187;2025-02-06;2056;credit;payroll
5130;100187;2025-04-03;710;credit;payroll
5131;100187;2025-12-26;4907;credit;atm
5132;100187;2025-10-02;4910;debit;transfer
5133;100187;2025-07-20;4921;credit;online
5134;100187;2025-09-05;1930;debit;transfer
5135;100187;2025-07-04;4111;debit;transfer
5136;100188;2025-03-14;2776;debit;branch
5137;100188;2025-09-08;1838;credit;branch
5138;100188;2025-12-05;1288;debit;atm
5139;100188;2025-03-30;4341;debit;transfer
5140;100188;2025-03-31;1781;debit;branch
5141;100188;2025-06-14;3898;debit;card
5142;100188;2025-04-04;4744;debit;card
5143;100188;2025-02-05;3204;debit;payroll
5144;100188;2025-06-07;2401;debit;atm
5145;100188;2025-04-22;4681;debit;online
5146;100188;2025-02-19;2139;debit;atm
5147;100188;2025-03-14;188;debit;card
5148;100188;2025-02-23;2479;debit;online
5149;100188;2025-08-26;1537;debit;atm
5150;100188;2025-05-02;887;credit;branch
5151;100188;2025-03-31;2829;debit;transfer
5152;100188;2025-06-16;1642;credit;atm
5153;100188;2025-03-13;175;credit;online
5154;100188;2025-12-20;4897;debit;payroll
5155;100188;2025-10-19;2391;credit;card
5156;100188;2025-10-18;3283;credit;online
5157;100188;2025-03-14;1222;credit;transfer
5158;100188;2025-02-16;1712;debit;atm
5159;100188;2025-08-29;880;debit;transfer
5160;100188;2025-02-05;3969;debit;atm
5161;100189;2025-12-23;7;debit;atm
5162;100189;2025-07-23;2740;debit;payroll
5163;100189;2025-02-26;1628;credit;transfer
5164;100189;2025-03-15;2408;debit;online
5165;100189;2025-07-23;3111;debit;online
5166;100189;2025-02-24;611;credit;branch
5167;100189;2025-08-30;3539;debit;card
5168;100189;2025-01-07;3304;credit;transfer
5169;100189;2025-09-23;1835;debit;branch
5170;100189;2025-12-21;3781;credit;atm
5171;100189;2025-01-28;2891;credit;transfer
5172;100189;2025-04-26;3207;credit;branch
5173;100189;2025-10-24;2124;debit;payroll
5174;100189;2025-04-08;124;debit;card
5175;100189;2025-10-13;1820;debit;card
5176;100189;2025-09-15;4463;credit;branch
5177;100189;2025-11-10;2692;debit;card
5178;100189;2025-06-16;2523;credit;branch
5179;100189;2025-01-02;4161;debit;branch
5180;100189;2025-05-04;1111;credit;payroll
5181;100189;2025-04-25;3884;credit;branch
5182;100189;2025-05-01;1627;credit;card
5183;100189;2025-12-13;918;debit;branch
5184;100189;2025-02-17;4652;debit;atm
5185;100190;2025-11-27;2894;debit;payroll
5186;100190;2025-09-05;4701;debit;card
5187;100190;2025-08-09;1847;debit;card
5188;100190;2025-03-01;4920;credit;online
5189;100190;2025-12-04;3163;debit;card
5190;100190;2025-04-27;4187;debit;atm
5191;100190;2025-05-17;4733;debit;transfer
5192;100190;2025-09-12;1166;credit;atm
5193;100190;2025-10-09;947;debit;atm
5194;100190;2025-06-08;145;debit;branch
5195;100190;2025-07-16;3381;debit;card
5196;100190;2025-05-26;197;debit;payroll
5197;100190;2025-09-21;1334;debit;atm
5198;100190;2025-07-27;3927;credit;transfer
5199;100190;2025-03-06;2659;credit;transfer
5200;100190;2025-02-21;3837;credit;branch
5201;100190;2025-08-14;4634;debit;branch
5202;100190;2025-03-08;617;credit;atm
5203;100190;2025-05-06;1530;credit;online
5204;100190;2025-10-10;4640;debit;transfer
5205;100190;2025-12-10;1825;debit;atm
5206;100190;2025-05-11;2178;credit;atm
5207;100190;2025-08-13;2926;debit;branch
5208;100190;2025-07-27;1228;debit;transfer
5209;100190;2025-01-23;2123;credit;payroll
5210;100190;2025-04-29;550;credit;payroll
5211;100190;2025-01-25;3265;credit;online
5212;100190;2025-08-26;3027;debit;online
5213;100190;2025-10-23;3806;debit;online
5214;100190;2025-02-06;528;debit;online
5215;100190;2025-03-10;3641;debit;branch
5216;100190;2025-05-05;2572;credit;online
5217;100190;2025-12-19;1410;credit;transfer
5218;100191;2025-05-24;3934;credit;card
5219;100191;2025-06-26;365;debit;transfer
5220;100191;2025-09-09;677;debit;online
5221;100191;2025-08-27;4828;debit;card
5222;100191;2025-01-30;457;debit;card
5223;100191;2025-03-30;4933;credit;transfer
5224;100191;2025-08-22;658;debit;payroll
5225;100191;2025-06-26;856;credit;card
5226;100191;2025-10-23;3398;debit;payroll
5227;100191;2025-05-19;3547;debit;atm
5228;100191;2025-05-16;3276;credit;payroll
5229;100191;2025-01-07;4394;debit;atm
5230;100191;2025-01-13;1064;debit;online
5231;100191;2025-07-07;1896;credit;transfer
5232;100191;2025-12-04;2895;debit;payroll
5233;100191;2025-09-16;1078;credit;card
5234;100191;2025-10-19;3393;credit;online
5235;100191;2025-01-21;3647;debit;card
5236;100191;2025-06-16;3087;debit;transfer
5237;100191;2025-12-25;4478;credit;payroll
5238;100191;2025-09-10;3903;debit;transfer
5239;100191;2025-11-17;4358;credit;atm
5240;100191;2025-01-11;1305;credit;branch
5241;100191;2025-10-17;358;debit;online
5242;100191;2025-11-23;3324;credit;atm
5243;100191;2025-12-13;2319;debit;atm
5244;100192;2025-09-05;710;debit;atm
5245;100192;2025-04-25;1832;debit;online
5246;100192;2025-08-14;3138;debit;atm
5247;100192;2025-01-28;4214;debit;online
5248;100192;2025-06-25;4251;debit;transfer
5249;100192;2025-02-13;3028;debit;transfer
5250;100192;2025-11-03;3493;credit;branch
5251;100192;2025-05-10;1704;debit;branch
5252;100192;2025-06-05;221;debit;payroll
5253;100192;2025-04-01;3451;debit;online
5254;100192;2025-07-03;3772;credit;online
5255;100192;2025-11-21;4208;debit;payroll
5256;100192;2025-12-07;4426;credit;transfer
5257;100192;2025-09-28;3129;debit;card
5258;100192;2025-09-07;3710;credit;atm
5259;100192;2025-02-18;20;credit;payroll
5260;100192;2025-01-15;114;credit;branch
5261;100192;2025-10-08;2873;credit;payroll
5262;100192;2025-08-18;1779;credit;payroll
5263;100192;2025-12-06;4373;debit;transfer
5264;100192;2025-11-27;1389;debit;online
5265;100192;2025-06-23;2790;debit;payroll
5266;100192;2025-11-26;3876;debit;card
5267;100192;2025-02-24;192;credit;online
5268;100192;2025-08-24;1313;credit;card
5269;100192;2025-08-12;3584;debit;card
5270;100192;2025-04-24;3951;debit;payroll
5271;100192;2025-04-11;1106;debit;transfer
5272;100192;2025-12-17;3056;credit;atm
5273;100192;2025-01-06;4643;debit;payroll
5274;100192;2025-07-15;742;credit;online
5275;100192;2025-07-01;129;debit;payroll
5276;100193;2025-09-02;4455;debit;card
5277;100193;2025-11-26;2848;credit;online
5278;100193;2025-10-17;2270;debit;branch
5279;100193;2025-03-15;2408;debit;atm
5280;100193;2025-12-20;4139;credit;branch
5281;100193;2025-06-26;1562;debit;card
5282;100193;2025-10-14;2010;debit;atm
5283;100193;2025-02-21;2693;credit;atm
5284;100193;2025-06-11;2980;debit;atm
5285;100193;2025-10-03;962;credit;branch
5286;100193;2025-08-05;3446;credit;card
5287;100193;2025-11-14;1837;debit;transfer
5288;100193;2025-07-13;1604;credit;atm
5289;100193;2025-08-20;4361;credit;atm
5290;100193;2025-01-10;2902;credit;online
5291;100193;2025-07-30;51;debit;transfer
5292;100193;2025-12-28;1205;debit;branch
5293;100193;2025-11-17;4476;debit;atm
5294;100193;2025-05-15;2445;debit;transfer
5295;100193;2025-11-14;2700;credit;payroll
5296;100193;2025-03-20;324;credit;payroll
5297;100193;2025-07-19;2997;credit;payroll
5298;100193;2025-08-22;3569;credit;transfer
5299;100193;2025-12-05;3110;debit;online
5300;100193;2025-11-23;268;debit;transfer
5301;100193;2025-07-13;1041;debit;payroll
5302;100193;2025-09-24;1705;credit;card
5303;100193;2025-10-09;4381;credit;branch
5304;100193;2025-05-19;4453;debit;online
5305;100193;2025-06-22;957;credit;transfer
5306;100193;2025-06-01;2565;debit;payroll
5307;100193;2025-08-08;1558;debit;card
5308;100194;2025-09-21;861;debit;branch
5309;100194;2025-03-17;1211;credit;atm
5310;100194;2025-08-21;2303;credit;branch
5311;100194;2025-12-23;2439;credit;card
5312;100194;2025-04-23;371;debit;atm
5313;100194;2025-09-14;600;debit;transfer
5314;100194;2025-04-12;3495;credit;atm
5315;100194;2025-01-10;4366;credit;online
5316;100194;2025-06-26;1070;credit;payroll
5317;100194;2025-11-02;4010;credit;branch
5318;100194;2025-02-12;506;debit;card
5319;100194;2025-04-10;1786;credit;atm
5320;100194;2025-09-15;4305;credit;payroll
